Internal ID,Name,Description,Bin Number
17020,P25B13C3ALC34,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - VITON - FKM CKS,PUMP-A
17021,P25B13C3BLC32,(DISC---P25B13C3HLC35) --- 1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - BUNA,PUMP-A
17022,P25B13C3BLC34,(DISC---P25B13C3HLC35)---1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - BUNA,PUMP-A
17024,P25B13C3FLC38,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM,PUMP-A
17025,P25B13C3FLC38HB,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - C276 HASTELLOY BOLTS,PUMP-A
17026,P25B13C3FLC3C8,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - W/ 20 LB. DISCH. CK,PUMP-A
17027,P25B13C3FLCB8,1250 PUMP ASSY - 3/8 IN CERAMIC PLGR - FFKM W/ BALL CHECKS,PUMP-A
17029,P25B13C3QLC34,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FKM,PUMP-A
17030,P25B13C3QLC34HB,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - C276 HASTELLOY BOLTS,PUMP-A
17031,P25B13C3QLC3C4,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - W/ 20 LB. DISCH. CK,PUMP-A
17032,P25B13C3QLCB4,1250 PUMP ASSY - 3/8 IN CERAMIC PLGR - FKM W/ BALL CHECKS,PUMP-A
28604,P25B13H3QLC34,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - HASTELLOY C276 PLGR - FKM,PUMP-A
17036,P25B13HHFLCH8,1250 PUMP ASSY - 3/8 IN C276 HASTELLOY HEAD/PLGR/CK - FFKM,PUMP-A
17037,P25B13HHQLCH4,1250 PUMP ASSY - 3/8 IN C276 HASTELLOY HEAD/PLGR/CK - FKM,PUMP-A
17038,P25B13HPFLCH8,1250 PUMP ASSY - 3/8 IN PVC HEAD - C276 HASTELLOY PLGR/CK - FFKM,PUMP-A
17039,P25B13HPQLCH4,1250 PUMP ASSY - 3/8 IN PVC HEAD - C276 HASTELLOY PLGR/CK - FKM,PUMP-A
17044,P25B1533ALC34,1250 PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - VITON,PUMP-A
17045,P25B1533BLC32,(DISC---P25B1533HLC35) --- 1250 PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - BUNA,PUMP-A
17046,P25B1533FLC38,1250 PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - FFKM,PUMP-A
17048,P25B1533QLC34,1250 PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - FKM,PUMP-A
17051,P25B15C3ALC34,1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - VITON - FKM CKS,PUMP-A
17052,P25B15C3BLC32,(DISC---P25B15C3HLC35)----1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - BUNA,PUMP-A
17053,P25B15C3BLC34,(DISC---P25B15C3HLC35)----1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - BUNA,PUMP-A
17054,P25B15C3BLC3C2,(DISC)------------------1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - BUNA W/ 20 LB. DISCH. CK,PUMP-A
17055,P25B15C3FLC38,1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM,PUMP-A
17056,P25B15C3FLC38HB,1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - C276 HASTELLOY BOLTS,PUMP-A
17057,P25B15C3FLC3C8,1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM W/ 20 LB. DISCH. CK,PUMP-A
17058,P25B15C3FLCB8,1250 PUMP ASSY - 1/2 IN 316SS HEAD - CERAMIC PLGR - FFKM W/ BALL CHECKS,PUMP-A
17060,P25B15C3QLC34,1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FKM,PUMP-A
17061,P25B15C3QLC34HB,1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - C276 HASTELLOY BOLTS,PUMP-A
17062,P25B15C3QLC3C4,1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FKM W/ 20 LB. DISCH. CK,PUMP-A
17063,P25B15C3QLCB4,1250 PUMP ASSY - 1/2 IN 316SS HEAD - CERAMIC PLGR - FKM W/ BALL CHECKS,PUMP-A
17065,P25B15H3ALC34,1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - C276 HASTELLOY PLGR - VITON PKG - FKM CKS,PUMP-A
17070,P25B15HHFLCH8,1250 PUMP ASSY - 1/2 IN C276 HASTELLOY HEAD/PLGR/CK - FFKM,PUMP-A
17071,P25B15HHQLCH4,1250 PUMP ASSY - 1/2 IN C276 HASTELLOY HEAD/PLGR/CK - FKM,PUMP-A
17072,P25B15HPFLCH8,1250 PUMP ASSY - 1/2 IN PVC HEAD - HAST PLGR/CK - FFKM,PUMP-A
17073,P25B15HPFLCP,(DISC---P25B15HPFLCH8)------1250 PUMP ASSY - 1/2 IN PVC HEAD/CK - C276 HASTELLOY PLGR - FFKM,PUMP-A
17074,P25B15HPQLCH4,1250 PUMP ASSY - 1/2 IN PVC HEAD - C276 HASTELLOY PLGR/CK - FKM,PUMP-A
17075,P25B15HPQLCP,(DISC---P25B15HPQLCH4)----1250 PUMP ASSY - 1/2 IN PVC HEAD/CK - C276 HASTELLOY PLGR - FKM,PUMP-A
17079,P25B161033B08F3,SERIES K DIAPHRAGM PUMP - 10MM - 316SS W/ RUPTURE INDICATOR,PUMP-K
17082,P25B16C3FLC38,1250 PUMP ASSY - 3/16 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM,PUMP-A
17083,P25B16C3FLC38HB,1250 PUMP ASSY - 3/16 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - HAST BOLTS,PUMP-A
29781,P25B16C3NQ34,1250 PUMP ASSY - 3/16 IN NON-ADJUSTABLE - 316SS HEAD/CK - CERAMIC PLGR - FKM,PUMP-A
17084,P25B16C3QLC34,1250 PUMP ASSY - 3/16 IN 316SS HEAD/CK - CERAMIC PLGR - FKM,PUMP-A
17085,P25B16C3QLC34HB,1250 PUMP ASSY - 3/16 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - HAST BOLTS,PUMP-A
17091,P25B1H2HHFLCH8,1250 PUMP ASSY - 1/4 IN C276 HASTELLOY HEAD/PLGR/CK - HAST MOTOR PISTON ASSY - FFKM,PUMP-A
17092,P25B1H2HHQLCH4,1250 PUMP ASSY - 1/4 IN C276 HASTELLOY HEAD/PLGR/CK - HAST MOTOR PISTON ASSY - FKM,PUMP-A
17093,P25B1H3HHFLCH8,1250 PUMP ASSY - 3/8 IN C276 HASTELLOY HEAD/PLGR/CK - HAST MOTOR PISTON ASSY - FFKM,PUMP-A
17094,P25B1H3HHQLCH4,1250 PUMP ASSY - 3/8 IN C276 HASTELLOY HEAD/PLGR/CK - HAST MOTOR PISTON ASSY - FKM,PUMP-A
13964,P25B1HB1U,1250 MOTOR SUBASSY UNIV - C276 HASTELLOY BOLTS - NO S/N PLATE,7B4A
17096,P25B1HB2,1250 MOTOR ASSY - C276 HASTELLOY BOLTS,SUB-A
13965,P25B1HP1U,1250 MOTOR SUBASSY UNIV - C276 HASTELLOY MOTOR PISTON ASSY - NO S/N PLATE,SUB-A
17101,P25B1HP2,1250 MOTOR ASSY - C276 HASTELLOY MOTOR PISTON ASSY ,SUB-A
17110,P25B21C3DQ34,1250 PUMP ASSY - 1/8 IN 316SS HEAD/CK - CERAMIC PLGR - PFE - DEDICATED HEAD - SHORT STROKE,PUMP-A
17111,P25B21C3QLC34,(DISC) --- 1250 PUMP ASSY - 1/8 IN 316SS HEAD/CK - CERAMIC PLGR - PFE - SHORT STROKE,DISC
17117,P25B2233ALC34,1250 PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - VITON - SHORT STROKE,PUMP-A
17118,P25B2233ALC3E4,1250 SHORT STROKE PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - VITON W/ 20 LB. DISCH. CHECK AND NO SPRING SUCT. CHECK,PUMP-A
17119,P25B2233ALC3G4,1250 SHORT STROKE PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - VITON W/ 1 LB. DISCH. CHECK AND NO SPRING SUCT. CHECK,PUMP-A
17120,P25B2233BLC32,(DISC)------------1250 PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - BUNA - SHORT STROKE,PUMP-A
17121,P25B2233FLC38,1250 PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FFKM - SHORT STROKE,PUMP-A
17122,P25B2233FLC3E4,1250 SHORT STROKE PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FFKM - 20 LB. DISCH. CHECK AND 1 LB. SUCT. CHECK,PUMP-A
17123,P25B2233QLC34,1250 PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FKM - SHORT STROKE,PUMP-A
17124,P25B2233QLC3E4,1250 SHORT STROKE PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FKM - 20 LB. DISCH. CHECK AND 1 LB. SUCT. CHECK,PUMP-A
17125,P25B22C3ALC31,1250 PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - VITON - SHORT STROKE,PUMP-A
17127,P25B22C3FLC38,1250 PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - SHORT STROKE,PUMP-A
17128,P25B22C3FLC3G8,1250 SHORT STROKE PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM W/ 1 LB. DISCHARGE CHECK & NO SPRING SUCTION CHECK,PUMP-A
17129,P25B22C3FLCB8,1250 PUMP ASSY - 1/4 IN (SHORT STROKE) 316SS HEAD - CERAMIC PLGR - FFKM W/ BALL CHECKS,PUMP-A
17130,P25B22C3FLCBTHB,1250 PUMP ASSY - 1/4 IN (SHORT STROKE) 316SS HEAD/TFE BALL CHECKS - CERAMIC PLGR - FFKM - HAST BOLTS,PUMP-A
17131,P25B22C3QLC34,1250 PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - SHORT STROKE,PUMP-A
17132,P25B22C3QLC3G4,1250 SHORT STROKE PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FKM W/ 1 LB. DISCHARGE CHECK & NO SPRING SUCTION CHECK,PUMP-A
17133,P25B22C3QLCB4,1250 PUMP ASSY - 1/4 IN (SHORT STROKE) 316SS HEAD - CERAMIC PLGR - FKM W/ BALL CHECKS,PUMP-A
17134,P25B22C3QLCBTHB,1250 PUMP ASSY - 1/4 IN (SHORT STROKE) 316SS HEAD/TFE BALL CHECKS - CERAMIC PLGR - FKM - HAST BOLTS,PUMP-A
17135,P25B22H3BLC32,(DISC)--------------------1250 PUMP ASSY - 1/4 IN 316SS HEAD/CK - HAST PLGR - BUNA - SHORT STROKE,PUMP-A
17136,P25B22H3FLC38,1250 PUMP ASSY - 1/4 IN 316SS SHORT STROKE HEAD/CK - HAST PLGR - FFKM,PUMP-A
17137,P25B22H3QLC34,1250 PUMP ASSY - 1/4 IN 316SS SHORT STROKE HEAD/CK - HAST PLGR - FKM,PUMP-A
17138,P25B22HHFLCH8,1250 PUMP ASSY - 1/4 IN C276 HASTELLOY HEAD/PLGR/CK - FFKM - SHORT STROKE,PUMP-A
17140,P25B22HHQLCH4,1250 PUMP ASSY - 1/4 IN C276 HASTELLOY HEAD/PLGR/CK - FKM - SHORT STROKE,PUMP-A
17141,P25B2333ALC34,1250 PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - VITON - SHORT STROKE,PUMP-A
17142,P25B2333BLC32,(DISC)------------------------1250 PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - BUNA - SHORT STROKE,PUMP-A
17143,P25B2333FLC38,1250 PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - FFKM - SHORT STROKE,PUMP-A
17144,P25B2333QLC34,1250 PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - FKM - SHORT STROKE,PUMP-A
17145,P25B23C3FLC38,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - SHORT STROKE,PUMP-A
17146,P25B23C3FLCB8,1250 PUMP ASSY - 3/8 IN SHORT STROKE - CERAMIC PLGR - FFKM W/ BALL CHECKS,PUMP-A
17147,P25B23C3QLC34,1250 PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - SHORT STROKE,PUMP-A
17148,P25B23C3QLCB4,1250 PUMP ASSY - 3/8 IN SHORT STROKE - CERAMIC PLGR - FKM W/ BALL CHECKS,PUMP-A
17149,P25B23HHFLCH8,1250 PUMP ASSY - 3/8 IN C276 HASTELLOY HEAD/PLGR/CK - FFKM - SHORT STROKE,PUMP-A
17150,P25B23HHQLCH4,1250 PUMP ASSY - 3/8 IN C276 HASTELLOY HEAD/PLGR/CK - FKM - SHORT STROKE,PUMP-A
17151,P25B2533ALC34,1250 PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - VITON - SHORT STROKE,PUMP-A
17152,P25B2533BLC32,(DISC) --- 1250 PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - BUNA - SHORT STROKE,PUMP-A
17153,P25B2533FLC38,1250 PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FFKM - SHORT STROKE,PUMP-A
17154,P25B2533QLC34,1250 PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FKM - SHORT STROKE,PUMP-A
17156,P25B25C3QLC34,1250 PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - SHORT STROKE,PUMP-A
17157,P25B25HHFLCH8,1250 PUMP ASSY - 1/2 IN C276 HASTELLOY HEAD/PLGR/CK - FFKM - SHORT STROKE,PUMP-A
17158,P25B25HHQLCH4,1250 PUMP ASSY - 1/2 IN C276 HASTELLOY HEAD/PLGR/CK - FKM - SHORT STROKE,PUMP-A
17159,P25B26C3FLC38,1250 PUMP ASSY - 3/16 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - SHORT STROKE,PUMP-A
17160,P25B26C3QLC34,1250 PUMP ASSY - 3/16 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - SHORT STROKE,PUMP-A
13968,P25B2HB1U,1250 SHORT STROKE MOTOR SUBASSY UNIV - C276 HASTELLOY BOLTS - NO S/N PLATE,SUB-A
17161,P25B2HB2,1250 SHORT STROKE MOTOR ASSY - C276 HASTELLOY BOLTS,SUB-A
13969,P25B2XT1U,1250 SHORT STROKE MOTOR SUBASSY - NO S/N PLATE,7B2A
17162,P25B2XT2,1250 S/S MOTOR ASSY - SS,SUB-A
13970,P25BT1PKH,1250 MOTOR SUBASSY - PKH - NO S/N PLATE,SUB-K
13971,P25BT1PKH2,1250 MOTOR ASSEMBLY - PKH,SUB-K
13973,P25BXT1U,1250 B MODEL MOTOR SUBASSY - NO S/N PLATE,7C1-8
17163,P25BXT2,1250 MOTOR ASSEMBLY - 316SS,SUB-A
26620,P25G1133DF38,1250 GR PUMP ASSY - 1/8 IN DEDICATED HEAD 316SS HEAD/PLGR/CK - FFKM,PUMP-A
17164,P25G1133FLC38,1250 GR PUMP ASSY - 1/8 IN 316SS HEAD/PLGR/CK - FFKM,PUMP-A
17165,P25G1133QLC34,1250 GR PUMP ASSY - 1/8 IN 316SS HEAD/PLGR/CK - FKM,PUMP-A
17168,P25G11C3DQ34,1250 GR PUMP ASSY - 1/8 IN 316SS HEAD/CK- CERAMIC PLGR - FKM - DEDICATED HEAD,PUMP-A
17171,P25G11HHFLCH8,(DISC-----------------1250 GR PUMP ASSY - 1/8 IN C276 HASTELLOY HEAD/PLGR/CK - FFKM,PUMP-A
17172,P25G11HHQLCH4,(DISC------------------)1250 GR PUMP ASSY - 1/8 IN C276 HASTELLOY HEAD/PLGR/CK - FKM,PUMP-A
17173,P25G1233ALC34,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - VITON - PFE CKS,PUMP-A
17174,P25G1233BLC32,(DISC---P25G1233HLC35) --- 1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - BUNA,PUMP-A
17175,P25G1233FLC38,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FFKM,PUMP-A
17177,P25G1233QLC34,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FKM,PUMP-A
17178,P25G12C3ALC34,1250 GR PUMP ASSY - 1/4 IN CERAMIC PLGR - VITON PKG - FKM CKS,PUMP-A
17181,P25G12C3FLC38,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM,PUMP-A
17182,P25G12C3FLCB8,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD - CERAMIC PLGR - FFKM W/ BALL CHECKS,PUMP-A
17183,P25G12C3FLCBTHB,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/TFE BALL CHECKS - CERAMIC PLGR - FFKM - HAST BOLTS,PUMP-A
17184,P25G12C3FMS34,(DISC)----------------------1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FMS (PFE/TFM),PUMP-A
17186,P25G12C3QLC34,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FKM,PUMP-A
17187,P25G12C3QLCB4,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD - CERAMIC PLGR - FKM W/ BALL CHECKS,PUMP-A
17188,P25G12C3QLCBTHB,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/TFE BALL CHECKS - CERAMIC PLGR - FKM - HAST BOLTS,PUMP-A
17195,P25G1333ALC34,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - VITON,PUMP-A
17196,P25G1333BLC32,(DISC---P25G1333HLC35) --- 1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - BUNA,PUMP-A
17197,P25G1333FLC38,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - FFKM,PUMP-A
17198,P25G1333QLC34,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - FKM,PUMP-A
17199,P25G13C3ALC34,1250 GR PUMP ASSY - 3/8 IN CERAMIC PLGR - VITON PKG - FKM CKS,PUMP-A
17200,P25G13C3ALCB34,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD - CERAMIC PLGR - VITON W/ PFE BALL CHECK SUCTION - PFE FAILSAFE CHECK DISCHARGE,PUMP-A
17201,P25G13C3ALCB4,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD - CERAMIC PLGR - VITON W/ BALL CHECKS,PUMP-A
17202,P25G13C3FLC38,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM,PUMP-A
17204,P25G13C3QLC34,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FKM,PUMP-A
25404,P25G13H3QLC34,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/CK - C276 HASTELLOY - PLGR - FKM,PUMP-A
17210,P25G1533ALC34,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - VITON - PFE CKS,PUMP-A
17211,P25G1533BLC32,(DISC---P25G1533HLC35) --- 1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - BUNA,PUMP-A
17212,P25G1533FLC38,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - FFKM,PUMP-A
17213,P25G1533QLC34,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - FKM,PUMP-A
17215,P25G15C3BLC32,(DISC---P25G15C3HLC35) --- 1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - BUNA,PUMP-A
17216,P25G15C3BLC34,(DISC---P25G15C3HLC35) --- 1250 GR PUMP ASSY - 1/2 IN CERAMIC PLGR - BUNA PKG - PFE CHECKS,PUMP-A
17217,P25G15C3FLC38,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM,PUMP-A
17219,P25G15C3QLC34,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FKM,PUMP-A
28461,P25G15C3QLC34M6,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - 6Mo TUBING ,PUMP-A
17223,P25G15HHFLCH8,1250 GR PUMP ASSY - 1/2 IN C276 HASTELLOY HEAD/PLGR/CK - FFKM,PUMP-A
17224,P25G15HHQLCH4,1250 GR PUMP ASSY - 1/2 IN C276 HASTELLOY HEAD/PLGR/CK - FKM,PUMP-A
17225,P25G161033B08F3,SERIES K DIAPHRAGM PUMP - GR - 10MM - 316SS W/ RUPTURE INDICATOR,PUMP-K
25421,P25G1633FLC38,1250 GR PUMP ASSY - 3/16 IN 316SS HEAD/CK/PLGR - FFKM,PUMP-A
17226,P25G16C3FLC38,1250 GR PUMP ASSY - 3/16 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM,PUMP-A
17227,P25G16C3QLC34,1250 GR PUMP ASSY - 3/16 IN 316SS HEAD/CK - CERAMIC PLGR - FKM,PUMP-A
19795,P25G16H3QLC34,1250 GR PUMP ASSY - 3/16 IN 316SS HEAD/CK - HAST C276 PLGR - FKM,PUMP-A
17229,P25G1H5HHFLCH8,1250 GR PUMP ASSY - 1/2 IN C276 HASTELLOY HEAD/PLGR/CK - C276 HASTELLOY MOTOR PISTON ASSY - FFKM,PUMP-A
17230,P25G1H5HHQLCH4,1250 GR PUMP ASSY - 1/2 IN C276 HASTELLOY HEAD/PLGR/CK - C276 HASTELLOY MOTOR PISTON ASSY - FKM,PUMP-A
13976,P25G1HB1U,1250 GR MOTOR SUBASSY UNIV - C276 HASTELLOY BOLTS - NO S/N PLATE,SUB-A
17231,P25G1HB2,1250 GR MOTOR ASSY - SS - C276 HASTELLOY BOLTS,SUB-A
13977,P25G1HP1U,1250 GR MOTOR SUBASSY UNIV - HAST MOTOR PISTON ASSY - NO S/N PLATE,SUB-A
17234,P25G21C3FLC38,1250 GR PUMP ASSY - 1/8 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - SHORT STROKE,PUMP-A
17235,P25G21C3QLC34,1250 GR PUMP ASSY - 1/8 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - SHORT STROKE,PUMP-A
17236,P25G2233ALC34,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - VITON - SHORT STROKE,PUMP-A
17237,P25G2233BLC32,(DISC)--------------------------1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - BUNA - SHORT STROKE,PUMP-A
17238,P25G2233FLC38,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FFKM - SHORT STROKE,PUMP-A
17239,P25G2233QLC34,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - FKM - SHORT STROKE,PUMP-A
17240,P25G22C3FLC38,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - SHORT STROKE,PUMP-A
17241,P25G22C3FLC38HB,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - SHORT STROKE - C276 BOLTS,PUMP-A
17242,P25G22C3QLC34,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - SHORT STROKE,PUMP-A
17243,P25G22C3QLC34HB,1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - SHORT STROKE - C276 BOLTS,PUMP-A
17244,P25G2333ALC34,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - VITON - SHORT STROKE,PUMP-A
17245,P25G2333BLC32,(DISC)----------------1250 GR PUMP ASSY - 1/4 IN 316SS HEAD/PLGR/CK - BUNA - SHORT STROKE,PUMP-A
17246,P25G2333FLC38,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - FFKM - SHORT STROKE,PUMP-A
17247,P25G2333QLC34,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/PLGR/CK - FKM - SHORT STROKE,PUMP-A
17248,P25G23C3FLC38,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - SHORT STROKE,PUMP-A
17249,P25G23C3QLC34,1250 GR PUMP ASSY - 3/8 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - SHORT STROKE,PUMP-A
17250,P25G2533ALC34,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - VITON - SHORT STROKE,PUMP-A
17251,P25G2533BLC32,(DISC)----1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - BUNA - SHORT STROKE,PUMP-A
17252,P25G2533FLC38,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - FFKM - SHORT STROKE,PUMP-A
17253,P25G2533QLC34,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/PLGR/CK - FKM - SHORT STROKE,PUMP-A
17254,P25G25C3FLC38,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FFKM - SHORT STROKE,PUMP-A
17255,P25G25C3QLC34,1250 GR PUMP ASSY - 1/2 IN 316SS HEAD/CK - CERAMIC PLGR - FKM - SHORT STROKE,PUMP-A
13978,P25G2HB1U,1250 S/S G/R MOTOR SUBASSY UNIV - C276 HASTELLOY BOLTS - NO S/N PLATE,SUB-A
17256,P25G2HB2,1250 SHORT STROKE GR MOTOR ASSY - 316SS,SUB-A
13979,P25G2XT1U,1250 GR SHORT STROKE MOTOR SUBASSY UNIV - NO SERIAL NUMBER PLATE,SUB-A
17257,P25G2XT2,1250 GR SHORT STROKE MOTOR ASSY - 316SS,SUB-A
13985,P25GT1DLP,1250 GR MOTOR SUBASSY - DIAPHRAGM- NO S/N PLATE,7B3A
13986,P25GT1PKH,1250 GR MOTOR SUBASSY - PKH - NO S/N PLATE,SUB-K
17258,P25GT1PKH2,1250 GR MOTOR SUBASSY - PKH,SUB-K
13987,P25GT2PKH2,1250 GR MOTOR SUBASSY - SHORT STROKE - PKH,SUB-K
13988,P25GXT1U,1250 GR MOTOR SUBASSY UNIV - NO SERIAL NUMBER PLATE,7A1-8
17259,P25GXT2,1250 GR MOTOR ASSY - 316SS,SUB-A
13990,P25HS1HC02,1250 HEAD SUBASSY - 1/8 IN C276 HASTELLOY - NO SEALS OR CHECKS,SUB-A
13992,P25HS1HC03,1250 HEAD SUBASSY - 3/16 IN C276 HASTELLOY - NO SEALS OR CHECKS,SUB-A
13993,P25HS1HC04,1250 HEAD SUBASSY - 1/4 IN C276 HASTELLOY - NO SEALS OR CHECKS,SUB-A
13994,P25HS1HC06,1250 HEAD SUBASSY - 3/8 IN C276 HASTELLOY - NO SEALS OR CHECKS,SUB-A
